actor,count
FRAMEDSEP,1
FRAMEDSPY,2
FRAMEDUAF,5
FRAMIL,18826
FRAMILCOP,21
FRAMILGOV,161
FRAMILJUD,54
FRAMILSPY,28
FRAMOS,207
FRAMOSRAD,4
FRAMOSREB,3
FRAMOSUAF,27
FRAMTQ,1706
FRAMTQAGR,1
FRAMTQBUS,3
FRAMTQCOP,23
FRAMTQCVL,9
FRAMTQELI,7
FRAMTQGOV,30
FRAMTQHLH,8
FRAMTQJUD,7
FRAMTQLAB,8
FRAMTQMED,9
FRAMTQMIL,6
FRAMTQOPP,10
FRAMTQPTY,8
FRAMTQREL,2
FRANCL,4482
FRANCLAGR,1
FRANCLBUS,8
FRANCLCOP,43
FRANCLCRM,1
FRANCLCVL,44
FRANCLEDU,64
FRANCLELI,1
FRANCLENV,6
FRANCLGOV,220
FRANCLGOVEDU,2
FRANCLGOVMED,2
FRANCLHLH,7
FRANCLJUD,3
FRANCLLAB,4
FRANCLLEG,52
FRANCLMED,31
FRANCLMIL,29
FRANCLOPP,8
FRANCLPTY,13
FRANCLRAD,1
FRANCLREB,1
FRANCLREL,4
FRANCLSEA,9
FRANCLSEP,31
FRANCLSET,4
FRANCLUAF,4
FRAOPP,1834
FRAOPPEDU,13
FRAOPPMED,3
FRAOPPUAF,1
FRAPTY,2398
FRAPYF,4425
FRAPYFAGR,2
FRAPYFBUS,17
FRAPYFCHR,18
FRAPYFCOP,17
FRAPYFCRM,2
FRAPYFCVL,21
FRAPYFEDU,24
FRAPYFELI,44
FRAPYFGOV,650
FRAPYFGOVAGR,1
FRAPYFGOVEDU,4
FRAPYFGOVENV,5
FRAPYFGOVHLH,10
FRAPYFGOVMED,1
FRAPYFGOVMIL,2
FRAPYFGOVPTY,1
FRAPYFHLH,1
FRAPYFJUD,28
FRAPYFLAB,14
FRAPYFLEG,39
FRAPYFMED,22
FRAPYFMIL,19
FRAPYFOPP,24
FRAPYFPTY,29
FRAPYFREL,8
FRAPYFSEA,5
FRAPYFSEP,7
FRAPYFUAF,1
FRARAD,79
FRAREB,466
FRAREF,377
FRAREL,2426
FRASAS,1
FRASEA,395
FRASEP,137
FRASET,137
FRASPY,1286
FRAUAF,1252
FRAUAFINS,2
FRAUAFMIL,2
FRAUAFMOS,2
FRAVNM,1
FRI,4
FRNWLF,173
FRNWLFCVL,5
FRNWLFGOV,1
FRNWLFMED,2
FRNWLFREL,2
FRR,18
FSM,58037
FSMAGR,13
FSMBUS,185
FSMCHR,11
FSMCHRCTH,1
FSMCOP,1132
FSMCRM,18
FSMCVL,164
FSMEDU,114
FSMELI,106
FSMELIGOV,2
FSMENV,3
FSMGOV,1852
FSMGOVAGR,4
FSMGOVBUS,3
FSMGOVEDU,8
FSMGOVENV,2
FSMGOVHLH,9
FSMGOVMED,13
FSMGOVMIL,23
FSMHLH,26
FSMJEW,1
FSMJUD,310
FSMLAB,15
FSMLEG,154
FSMMED,2760
FSMMIL,77
FSMMOS,31
FSMOPP,46
FSMPTY,19
FSMREB,50
FSMREF,4
FSMREL,65
FSMSAS,1
FSMSEP,10
FSMSPY,1
FSMTAM,1
FSMUAF,7
FSMUIG,1
FUL,1941
FULAGR,80
FULBUS,6
FULCRM,15
FULCVL,104
FULEDU,1
FULGOV,8
FULMED,1
FULMOS,2
FULRAD,1
FULREB,11
FULREF,6
FULSET,5
FULUAF,33
FUR,4
GAB,23309
GABBUS,52
GABCOP,78
GABCRM,4
GABCVL,101
GABEDU,41
GABELI,315
GABELIGOV,516
GABELIMIL,1
GABELIPTY,1
GABGOV,7435
GABGOVAGR,11
GABGOVAGRELI,1
GABGOVBUS,27
GABGOVBUSELI,1
GABGOVBUSPTY,1
GABGOVDEV,40
GABGOVDEVGOVEDU,3
GABGOVEDU,10
GABGOVELI,29
GABGOVENV,5
GABGOVHLH,29
GABGOVHRI,18
GABGOVLAB,3
GABGOVMED,15
GABGOVMIL,78
GABGOVOPP,11
GABGOVPTY,11
GABHLH,16
GABHRI,1
GABJUD,34
GABLAB,20
GABLEG,96
GABMED,162
GABMIL,109
GABMILGOV,1
GABOPP,155
GABOPPMED,2
GABPTY,164
GABREB,32
GABREF,6
GABREL,1
GABSPY,2
GABUAF,10
GAR,168
GARCVL,17
GAREDU,1
GARGOV,1
GARREF,1
GAY,47
GAYCVL,5
GBA,533
GBACVL,11
GBAGOV,9
GBAJUD,5
GBALAB,1
GBR,2269772
GBRAGR,1339
GBRBUD,1
GBRBUS,42132
GBRCHR,683
GBRCHRCTH,111
GBRCHRPRO,53
GBRCOP,36391
GBRCRM,2737
GBRCVL,24446
GBREDU,35051
GBREDUDEV,177
GBREDUDEVGOV,16
GBRELI,26982
GBRELIBUS,7
GBRELICHR,3
GBRELICOP,11
GBRELICRM,8
GBRELIEDU,3
GBRELIGOV,5044
GBRELIGOVEDU,2
GBRELIGOVENV,1
GBRELIGOVHLH,2
GBRELIGOVHRI,2
GBRELIGOVMED,1
GBRELIGOVMIL,7
GBRELIJUD,22
GBRELILEG,3
GBRELIMED,18
GBRELIOPP,53
GBRELIPTY,75
GBRELISPY,1
GBRELIUAF,2
GBRENV,133
GBRFLK,16210
GBRFLKAGR,1
GBRFLKBUS,21
GBRFLKCOP,1
GBRFLKCVL,61
GBRFLKELI,147
GBRFLKELIAGR,1
GBRFLKELICHRCTH,1
GBRFLKELIGOV,8
GBRFLKELIJUD,5
GBRFLKELIMIL,8
GBRFLKGOV,372
GBRFLKGOVMIL,6
GBRFLKHLH,5
GBRFLKJUD,3
GBRFLKLEG,91
GBRFLKMED,17
GBRFLKMIL,49
GBRFLKOPP,10
GBRFLKPTY,1
GBRGIB,7788
GBRGIBBUS,45
GBRGIBCOP,120
GBRGIBCRM,9
GBRGIBCVL,74
GBRGIBEDU,17
GBRGIBELI,4
GBRGIBGOV,796
GBRGIBGOVBUS,1
GBRGIBGOVMED,1
GBRGIBGOVMIL,1
GBRGIBHLH,2
GBRGIBJUD,51
GBRGIBLAB,40
GBRGIBLEG,41
GBRGIBMED,25
GBRGIBMIL,51
GBRGIBMILCOP,1
GBRGIBOPP,11
GBRGIBPTY,1
GBRGIBREB,13
GBRGIBREF,1
GBRGIBREL,6
GBRGIBUAF,6
GBRGOV,400668
GBRGOVAGR,1247
GBRGOVAGRGOVENV,35
GBRGOVAGRMED,1
GBRGOVBUS,4803
GBRGOVBUSELI,13
GBRGOVBUSGOVEDU,3
GBRGOVBUSGOVENV,14
GBRGOVBUSGOVMED,33
GBRGOVBUSGOVMIL,275
GBRGOVBUSJUD,3
GBRGOVBUSLEG,2
GBRGOVBUSPTY,1
GBRGOVCOP,617
GBRGOVCRM,9
GBRGOVCVL,66
GBRGOVCVLGOVMIL,14
GBRGOVDEV,2260
GBRGOVDEVBUS,1
GBRGOVDEVMED,4
GBRGOVEDU,2125
GBRGOVEDUELI,1
GBRGOVEDULEG,1
GBRGOVEDUMED,7
GBRGOVEDUPTY,2
GBRGOVELI,317
GBRGOVENV,448
GBRGOVGOVHLH,4
GBRGOVGOVLAB,11
GBRGOVGOVMED,2
GBRGOVGOVMIL,32
GBRGOVHLH,2238
GBRGOVHLHCOP,2
GBRGOVHLHGOVLAB,1
GBRGOVHLHGOVMIL,5
GBRGOVHLHJUD,2
GBRGOVHRI,1818
GBRGOVHRICOP,2
GBRGOVJUD,1192
GBRGOVJUDELI,3
GBRGOVLAB,819
GBRGOVLABCOP,7
GBRGOVLABGOVHRI,3
GBRGOVLABLEG,1
GBRGOVLABPTY,4
GBRGOVLEG,36
GBRGOVMED,2985
GBRGOVMIL,14630
GBRGOVMILBUS,2
GBRGOVMILCRM,2
GBRGOVMILELI,10
GBRGOVMILMED,20
GBRGOVOPP,17
GBRGOVPTY,61
GBRGOVREB,4
GBRGOVREL,4
GBRGOVUAF,1
GBRHIN,69
GBRHLH,10603
GBRHRI,141
GBRIMG,2
GBRIMY,2229
GBRIMYAGR,2
GBRIMYBUS,29
GBRIMYCOP,30
GBRIMYCVL,14
GBRIMYEDU,12
GBRIMYELI,15
GBRIMYELICOP,1
GBRIMYELIGOV,3
GBRIMYELIMED,1
GBRIMYGOV,232
GBRIMYGOVELI,1
GBRIMYGOVJUD,2
GBRIMYGOVMED,3
GBRIMYHLH,1
GBRIMYJUD,7
GBRIMYLAB,1
GBRIMYLEG,11
GBRIMYMED,27
GBRIMYMIL,1
GBRIMYPTY,2
GBRIMYREB,1
GBRINS,25
GBRJEW,235
GBRJUD,22988
GBRJUDMOS,8
GBRLAB,2813
GBRLEG,16513
GBRMED,42774
GBRMEDBGD,10
GBRMEDCVL,1
GBRMEDLKATAM,2
GBRMEDSEA,36
GBRMEDSEAOPP,2
GBRMIL,35004
GBRMILCOP,213
GBRMILELI,3
GBRMILGOV,42
GBRMILJUD,4
GBRMILSPY,106
GBRMOS,719
GBRMOSRAD,22
GBRMOSUAF,36
GBRMSR,12846
GBRMSRAGR,8
GBRMSRBUS,76
GBRMSRCHR,7
GBRMSRCOP,236
GBRMSRCRM,15
GBRMSRCVL,128
GBRMSREDU,287
GBRMSRELI,12
GBRMSRGOV,336
GBRMSRGOVAGR,1
GBRMSRGOVEDU,1
GBRMSRGOVLAB,1
GBRMSRGOVMIL,1
GBRMSRHLH,45
GBRMSRJUD,393
GBRMSRLAB,45
GBRMSRLEG,52
GBRMSRMED,48
GBRMSRMIL,49
GBRMSRMOS,6
GBRMSROPP,2
GBRMSRPTY,7
GBRMSRREB,3
GBRMSRREF,5
GBRMSRREL,27
GBRMSRSET,11
GBROPP,4428
GBROPPDEV,1
GBROPPEDU,11
GBROPPLAB,2
GBRPCN,855
GBRPCNCHR,14
GBRPCNCOP,8
GBRPCNCVL,11
GBRPCNEDU,4
GBRPCNELI,6
GBRPCNGOV,21
GBRPCNJUD,28
GBRPCNLAB,2
GBRPCNMIL,2
GBRPTY,3892
GBRRAD,269
GBRREB,851
GBRREF,580
GBRREL,4389
GBRSEP,31
GBRSET,246
GBRSHN,8932
GBRSHNAGR,1
GBRSHNBUS,72
GBRSHNCHR,4
GBRSHNCHRPRO,1
GBRSHNCOP,154
GBRSHNCRM,3
GBRSHNCVL,278
GBRSHNEDU,151
GBRSHNELI,3
GBRSHNGOV,177
GBRSHNGOVHLH,12
GBRSHNHLH,45
GBRSHNJUD,78
GBRSHNLAB,6
GBRSHNLEG,30
GBRSHNMED,34
GBRSHNMIL,12
GBRSHNOPP,4
GBRSHNPTY,3
GBRSHNREB,1
GBRSHNREL,3
GBRSHNSET,19
GBRSPY,3664
GBRTAM,2
GBRUAF,1656
GBRUAFMOS,1
GBRVGB,1819
GBRVGBBUS,40
GBRVGBCOP,7
GBRVGBCVL,1
GBRVGBEDU,2
GBRVGBELI,47
GBRVGBELIGOV,8
GBRVGBELILEG,1
GBRVGBELIOPP,4
GBRVGBGOV,107
GBRVGBGOVMED,1
GBRVGBJUD,25
GBRVGBLEG,4
GBRVGBMED,3
GBRVGBOPP,1
GBRVGBPTY,1
GEL,67
GELCVL,6
GEO,2077
GEOCVL,2
GEOELI,3752
GEOELICOP,12
GEOELIGOV,4220
GEOELIGOVHLH,7
GEOELIGOVMIL,42
GEOELILEG,368
GEOELIMED,17
GEOELIOPP,60
GEOELIPTY,45
GEOELIREB,2
GEOGOV,24957
GEOGOVAGR,35
GEOGOVBUS,318
GEOGOVCOP,5
GEOGOVCRM,3
GEOGOVCVL,38
GEOGOVDEV,242
GEOGOVDEVELI,1
GEOGOVEDU,40
GEOGOVELI,16
GEOGOVENV,61
GEOGOVGOVJUD,17
GEOGOVGOVMIL,5
GEOGOVHLH,24
GEOGOVJUD,82
GEOGOVLEG,51
GEOGOVMED,106
GEOGOVMIL,1560
GEOGOVMILELI,4
GEOGOVMILMED,2
GEOGOVOPP,6
GEOGOVPTY,2
GEOGOVREF,33
GEOGOVREFCVL,1
GEOLEG,6
GEOMIL,2
GEOREB,5
GEOSEP,21
GGY,3028
GGYAGR,1
GGYBUS,46
GGYCOP,24
GGYCVL,10
GGYEDU,19
GGYELI,5
GGYGOV,105
GGYGOVEDU,4
GGYHLH,4
GGYJUD,23
GGYLEG,7
GGYMED,17
GGYMIL,11
GGYPTY,4
GGYREB,1
GGYREL,3
GHA,238734
GHAAGR,215
GHABUD,1
GHABUS,5152
GHACHR,232
GHACHRCTH,169
GHACHRPRO,104
GHACOP,3490
GHACRM,187
GHACVL,2245
GHAEDU,3927
GHAELI,1843
GHAELIGOV,121
GHAELIMIL,6
GHAELIOPP,4
GHAENV,2
GHAGOV,21879
GHAGOVAGR,471
GHAGOVAGRGOVHLH,1
GHAGOVBUS,680
GHAGOVBUSEDU,6
GHAGOVBUSGOVMED,9
GHAGOVCOP,6
GHAGOVDEV,101
GHAGOVEDU,513
GHAGOVEDUELI,9
GHAGOVELI,347
GHAGOVENV,27
GHAGOVENVEDU,1
GHAGOVGOVMIL,6
GHAGOVHLH,262
GHAGOVHRI,131
GHAGOVJUD,310
GHAGOVJUDELI,18
GHAGOVLAB,3
GHAGOVLEG,1
GHAGOVMED,459
GHAGOVMIL,539
GHAGOVMILCHRCTH,1
GHAGOVMILMED,5
GHAGOVOPP,1
GHAGOVPTY,39
GHAHLH,1232
GHAHRI,5
GHAINS,7
GHAJEW,5
GHAJUD,1576
GHALAB,404
GHALEG,1156
GHAMED,11483
GHAMIL,2257
GHAMILCOP,2
GHAMILGOV,2
GHAMILSPY,8
GHAMOS,62
GHAOPP,254
GHAPTY,193
GHAREB,59
GHAREF,205
GHAREL,588
GHASET,4
GHASPY,27
GHAUAF,24
GIA,14
GIN,60091
GINAGR,16
GINBUS,100
GINCHRCTH,1
GINCHRPRO,2
GINCOP,441
GINCRM,32
GINCVL,671
GINEDU,105
GINELI,999
GINELICVL,1
GINELIGOV,254
GINELIMIL,2
GINELIOPP,23
GINELIPTY,15
GINGOV,8711
GINGOVAGR,57
GINGOVBUS,68
GINGOVBUSGOVMED,1
GINGOVDEV,235
GINGOVDEVELI,1
GINGOVDEVINS,9
GINGOVDEVMIL,250
GINGOVEDU,13
GINGOVELI,38
GINGOVENV,2
GINGOVHLH,51
GINGOVJUD,11
GINGOVLAB,101
GINGOVLABCVL,11
GINGOVLABELI,1
GINGOVMED,73
GINGOVMIL,743
GINGOVMILCOP,4
GINGOVMILELI,3
GINGOVOPP,2
GINGOVPTY,15
GINHLH,52
GINHRI,5
GININS,77
GINJUD,221
GINLAB,173
GINLEG,154
GINMED,329
GINMIL,1048
GINMILGOV,7
GINMOS,4
GINOPP,539
GINOPPEDU,1
GINPTY,173
GINREB,75
GINREF,143
GINREL,41
GINSEP,3
GINSET,2
GINSPY,5
GINUAF,41
GLA,430
GLACOP,4
GLACVL,2
GLALEG,5
GLAMED,22
GLAPTY,4
GLG,453
GLGAGR,2
GLGBUS,8
GLGCRM,11
GLGCVL,10
GLGGOV,55
GLGGOVAGR,3
GLGJUD,1
GLGLEG,10
GLGMED,2
GLGMIL,7
GLGOPP,1
GLGSEP,15
GLGUAF,1
GMB,52602
GMBAGR,39
GMBBUS,185
GMBCHR,25
GMBCHRCTH,7
GMBCOP,770
GMBCRM,29
GMBCVL,799
GMBEDU,434
GMBELI,264
GMBELIGOV,131
GMBELIMIL,12
GMBELIOPP,1
GMBELIREB,1
GMBGOV,7290
GMBGOVAGR,89
GMBGOVBUS,167
GMBGOVBUSJUD,2
GMBGOVCOP,12
GMBGOVDEV,9
GMBGOVDEVELI,1
GMBGOVEDU,76
GMBGOVENV,19
GMBGOVGOVPTY,2
GMBGOVHLH,34
GMBGOVHRI,2
GMBGOVJUD,67
GMBGOVLAB,3
GMBGOVMED,115
GMBGOVMIL,108
GMBGOVMILCRM,1
GMBGOVMILELI,1
GMBGOVMILMILGOV,1
GMBGOVPTY,6
GMBGOVREL,28
GMBHLH,185
GMBHRI,1
GMBINS,4
GMBJUD,2140
GMBLAB,28
GMBLEG,117
GMBMED,855
GMBMIL,721
GMBMILGOV,4
GMBMOS,101
GMBOPP,158
GMBPTY,47
GMBRAD,4
GMBREB,9
GMBREF,15
GMBREL,92
GMBSPY,9
GMBUAF,11
GME,13675
GMEBUS,12
GMECHR,9
GMECOP,61
GMECRM,3
GMECVL,33
GMEEDU,17
GMEELI,68
GMEENV,1
GMEGOV,374
GMEGOVBUS,2
GMEGOVENV,1
GMEGOVHLH,1
GMEGOVJUD,1
GMEGOVMED,37
GMEGOVMIL,6
GMEHLH,10
GMEJUD,14
GMELAB,11
GMELEG,54
GMEMED,31
GMEMIL,42
GMEOPP,31
GMEOPPDEV,1
GMEPTY,15
GMEREB,12
GMEREF,1
GMEREL,7
GMESPY,62
GMEUAF,1
GMW,26736
GMWAGR,1
GMWBUS,75
GMWCHR,23
GMWCHRCTH,3
GMWCOP,196
GMWCRM,10
GMWCVL,38
GMWEDU,14
GMWELI,27
GMWENV,3
GMWGOV,576
GMWGOVBUS,10
GMWGOVDEV,2
GMWGOVEDU,2
GMWGOVENV,3
GMWGOVHLH,2
GMWGOVJUD,1
GMWGOVMIL,19
GMWGOVPTY,2
GMWHLH,22
GMWHRI,1
GMWJEW,1
GMWJUD,22
GMWLAB,17
GMWLEG,102
GMWMED,77
GMWMIL,87
GMWOPP,20
GMWPTY,11
GMWRAD,2
GMWREB,4
GMWREF,8
GMWREL,1
GMWSEP,3
GMWSPY,33
GMWUAF,21
GNB,24098
GNBAGR,2
GNBBUS,15
GNBCHR,1
GNBCHRCTH,1
GNBCOP,132
GNBCRM,4
GNBCVL,253
GNBEDU,34
GNBELI,893
GNBELIGOV,227
GNBELIGOVAGR,2
GNBELIGOVMIL,2
GNBELIJUD,5
GNBELIMIL,8
GNBELIOPP,5
GNBELIPTY,5
GNBELIREB,14
GNBGOV,5097
GNBGOVAGR,10
GNBGOVBUS,3
GNBGOVEDU,3
GNBGOVELI,12
GNBGOVENV,3
GNBGOVHLH,11
GNBGOVLAB,2
GNBGOVMED,4
GNBGOVMIL,169
GNBGOVPTY,12
GNBGOVREL,3
GNBHLH,15
GNBINS,47
GNBJUD,105
GNBLAB,39
GNBLEG,124
GNBMED,153
GNBMIL,759
GNBMILGOV,12
GNBMILSPY,1
GNBMOS,4
GNBOPP,116
GNBPTY,93
GNBREB,121
GNBREF,21
GNBREL,50
GNBSEP,1
GNBSPY,2
GNBUAF,9
GNQ,13883
GNQBUS,44
GNQCHR,1
GNQCOP,161
GNQCRM,3
GNQCVL,69
GNQEDU,35
GNQELI,54
GNQELIGOV,39
GNQGOV,2997
GNQGOVAGR,412
GNQGOVBUS,28
GNQGOVDEV,2
GNQGOVEDU,6
GNQGOVENV,50
GNQGOVHLH,2
GNQGOVJUD,5
GNQGOVMED,13
GNQGOVMIL,25
GNQGOVPTY,4
GNQINS,18
GNQJUD,159
GNQLEG,37
GNQMED,91
GNQMIL,45
GNQOPP,141
GNQPTY,79
GNQREB,4
GNQREF,9
GNQREL,5
GNQSPY,2
GNQUAF,26
GON,42
GOV,9680636
GOVAGR,39824
GOVAGRAGR,5
GOVAGRBUS,13
GOVAGRCHR,12
GOVAGRCOP,186
GOVAGRCVL,32
GOVAGREDU,12
GOVAGRELI,48
GOVAGRGOV,114
GOVAGRGOVAGR,72
GOVAGRGOVCOP,1
GOVAGRLAB,42
GOVAGRLEG,43
GOVAGRMED,168
GOVAGRMIL,9
GOVBUD,8
GOVBUS,102264
GOVBUSBUS,152
GOVBUSCHR,15
GOVBUSCHRMAR,1
GOVBUSCOP,440
GOVBUSCRM,15
GOVBUSCVL,35
GOVBUSEDU,33
GOVBUSELI,48
GOVBUSGOV,1520
GOVBUSGOVAGR,2
GOVBUSGOVBUS,28
GOVBUSGOVCOP,14
GOVBUSHLH,1
GOVBUSJUD,29
GOVBUSLAB,110
GOVBUSLEG,77
GOVBUSMED,334
GOVBUSMIL,11
GOVBUSMOS,1
GOVBUSOPP,2
GOVCHR,1326
GOVCHRCTH,3
GOVCHRMAR,9
GOVCHRPRO,9
GOVCOP,64507
GOVCOPBUS,4
GOVCOPCOP,553
GOVCOPCRM,11
GOVCOPELI,94
GOVCOPGOV,34
GOVCOPGOVAGR,1
GOVCOPGOVBUS,3
GOVCOPGOVMIL,1
GOVCOPLAB,4
GOVCOPMED,31
GOVCOPMIL,55
GOVCOPMOS,1
GOVCOPSPY,3
GOVCRM,786
GOVCVL,4254
GOVDEV,19491
GOVDEVBUS,21
GOVDEVCOP,54
GOVDEVCVL,45
GOVDEVEDU,8
GOVDEVELI,18
GOVDEVGOV,97
GOVDEVGOVDEV,9
GOVDEVGOVLAB,1
GOVDEVGOVMIL,9
GOVDEVLAB,12
GOVDEVLEG,9
GOVDEVMED,7
GOVDEVMIL,40
GOVDEVMILSPY,3
GOVDEVPTY,2
GOVDEVREF,1
GOVEDU,85356
GOVEDUBUS,4
GOVEDUCHR,4
GOVEDUCOP,213
GOVEDUCVL,3
GOVEDUEDU,193
GOVEDUELI,64
GOVEDUGOV,310
GOVEDUGOVCOP,15
GOVEDUGOVEDU,33
GOVEDUHLH,6
GOVEDUJEW,9
GOVEDUJUD,29
GOVEDULAB,146
GOVEDULEG,49
GOVEDUMED,530
GOVEDUMIL,14
GOVEDUMOS,10
GOVEDUOPP,1
GOVELI,12654
GOVENV,21169
GOVENVCHR,2
GOVENVCOP,74
GOVENVCVL,14
GOVENVEDU,2
GOVENVELI,27
GOVENVGOV,71
GOVENVGOVENV,21
GOVENVJUD,4
GOVENVLAB,5
GOVENVLEG,9
GOVENVMED,77
GOVENVMIL,3
GOVGOV,86328
GOVGOVAGR,81
GOVGOVBUS,487
GOVGOVCOP,139
GOVGOVDEV,62
GOVGOVEDU,140
GOVGOVENV,40
GOVGOVHLH,449
GOVGOVHRI,191
GOVGOVJUD,14
GOVGOVLAB,56
GOVGOVMED,1099
GOVGOVMIL,1310
GOVGOVPTY,88
GOVGOVREL,18
GOVHIN,3
GOVHLH,114165
GOVHLHBUS,11
GOVHLHCOP,377
GOVHLHCRM,1
GOVHLHCVL,23
GOVHLHEDU,110
GOVHLHELI,115
GOVHLHGOV,544
GOVHLHGOVCOP,21
GOVHLHGOVENV,2
GOVHLHGOVHLH,21
GOVHLHGOVLAB,3
GOVHLHGOVMIL,3
GOVHLHHLH,195
GOVHLHJEW,2
GOVHLHJUD,20
GOVHLHLAB,216
GOVHLHLEG,43
GOVHLHMED,1477
GOVHLHMIL,19
GOVHLHMOS,2
GOVHLHPTY,2
GOVHLHREB,5
GOVHLHREL,1
GOVHLHSEA,2
GOVHLHSPY,1
GOVHRI,14388
GOVHRIBUS,5
GOVHRICOP,28
GOVHRICVL,3
GOVHRIELI,3
GOVHRIGOV,94
GOVHRIGOVHRI,7
GOVHRIHLH,5
GOVHRIJUD,9
GOVHRILAB,2
GOVHRILEG,51
GOVHRIMED,30
GOVHRIMOS,4
GOVHRIOPP,1
GOVHRIREL,3
GOVINS,2
GOVJEW,68
GOVJUD,34291
GOVJUDCOP,304
GOVJUDELI,77
GOVJUDGOV,17
GOVJUDGOVJUD,4
GOVJUDJUD,70
GOVJUDLEG,4
GOVJUDMED,22
GOVJUDMIL,13
GOVJUDMILJUD,3
GOVJUDMOS,7
GOVLAB,45093
GOVLABBUS,2
GOVLABCHR,9
GOVLABCOP,51
GOVLABCVL,5
GOVLABEDU,7
GOVLABELI,28
GOVLABGOV,78
GOVLABGOVCOP,8
GOVLABGOVLAB,4
GOVLABJUD,25
GOVLABLAB,22
GOVLABLEG,12
GOVLABMED,122
GOVLABMIL,11
GOVLABVNM,1
GOVLEG,9402
GOVMED,174860
GOVMEDBUS,329
GOVMEDCHR,1
GOVMEDCOP,250
GOVMEDCRM,2
GOVMEDCVL,22
GOVMEDEDU,8
GOVMEDELI,83
GOVMEDGOV,292
GOVMEDGOVBUS,1
GOVMEDGOVCOP,2
GOVMEDGOVMED,32
GOVMEDJEW,1
GOVMEDJUD,6
GOVMEDLAB,38
GOVMEDLEG,47
GOVMEDMED,736
GOVMEDMIL,46
GOVMEDMOS,5
GOVMEDPTY,1
GOVMEDREB,3
GOVMEDSEA,1
GOVMEDSPY,6
GOVMIL,327226
GOVMILBUS,284
GOVMILCHR,8
GOVMILCHRCTH,2
GOVMILCOP,2018
GOVMILCRM,5
GOVMILCVL,180
GOVMILEDU,83
GOVMILELI,641
GOVMILGOV,1612
GOVMILGOVCOP,160
GOVMILGOVEDU,9
GOVMILGOVHLH,3
GOVMILGOVMED,4
GOVMILGOVMIL,111
GOVMILGOVREL,1
GOVMILHLH,43
GOVMILJUD,96
GOVMILLAB,244
GOVMILLEG,196
GOVMILMED,8308
GOVMILMIL,1234
GOVMILMILCOP,8
GOVMILMILSPY,12
GOVMILMOS,5
GOVMILOPP,14
GOVMILPTY,5
GOVMILREB,15
GOVMILREF,2
GOVMILREL,2
GOVMILSEP,2
GOVMILSPY,151
GOVMILUAF,119
GOVMOS,875
GOVMOSRAD,3
GOVMOSUAF,5
GOVOPP,14997
GOVOPPEDU,2
GOVOPPMED,4
GOVOPPUAF,18
GOVPTY,42633
GOVPTYBUS,31
GOVPTYCOP,209
GOVPTYCRM,5
GOVPTYCVL,74
GOVPTYEDU,33
GOVPTYELI,9
GOVPTYGOV,285
GOVPTYGOVBUS,1
GOVPTYGOVEDU,2
GOVPTYGOVHLH,2
GOVPTYJUD,4
GOVPTYLAB,64
GOVPTYLEG,1570
GOVPTYMED,305
GOVPTYMIL,8
GOVPTYMOS,4
GOVPTYOPP,274
GOVPTYPTY,457
GOVPTYREB,16
GOVPTYSPY,6
GOVPTYUAF,336
GOVRAD,105
GOVREB,3911
GOVREBCHR,2
GOVREBMOS,5
GOVREF,316
GOVREL,3637
GOVRELCHR,1
GOVRELCOP,10
GOVRELELI,2
GOVRELGOV,3
GOVRELMED,11
GOVRELMIL,3
GOVRELREL,2
GOVSEA,71
GOVSEP,214
GOVSLEMEN,44
GOVSPY,1904
GOVSPYMIL,2
GOVTAM,6
GOVUAF,4548
GOVUIG,1
GRB,19
GRC,420512
GRCAGR,421
GRCBUS,4520
GRCCHR,176
GRCCHRCTH,52
GRCCHRPRO,7
GRCCOP,6875
GRCCRM,239
GRCCVL,3916
GRCEDU,3200
GRCELI,1073
GRCELIGOV,391
GRCELIGOVAGR,1
GRCELIGOVMIL,3
GRCELIOPP,5
GRCELIPTY,7
GRCENV,9
GRCGOV,63960
GRCGOVAGR,158
GRCGOVBUS,515
GRCGOVBUSELI,1
GRCGOVBUSGOVEDU,4
GRCGOVBUSGOVENV,6
GRCGOVBUSGOVMED,15
GRCGOVDEV,172
GRCGOVDEVGOVAGR,7
GRCGOVEDU,324
GRCGOVEDUGOVREL,2
GRCGOVELI,4
GRCGOVENV,282
GRCGOVGOVLAB,2
GRCGOVGOVPTY,6
GRCGOVHLH,308
GRCGOVHRI,4
GRCGOVJUD,123
GRCGOVLAB,230
GRCGOVLABELI,7
GRCGOVMED,337
GRCGOVMEDPTY,1
GRCGOVMIL,4670
GRCGOVMILBUS,2
GRCGOVMILELI,24
GRCGOVMILPTY,32
GRCGOVPTY,45
GRCGOVREL,1
GRCHLH,580
GRCHRI,5
GRCJEW,20
GRCJUD,1658
GRCLAB,783
GRCLEG,3563
GRCMED,5380
GRCMIL,3883
GRCMILCOP,2
GRCMILGOV,19
GRCMILJUD,3
GRCMILSPY,1
GRCMOS,8
GRCMOSUAF,4
GRCOPP,1429
GRCOPPEDU,4
GRCOPPLAB,1
GRCOPPMED,1
GRCPTY,1163
GRCRAD,76
GRCREB,137
GRCREF,160
GRCREL,712
GRCSEP,9
GRCSET,4
GRCSPY,78
GRCUAF,470
GRD,57763
GRDAGR,24
GRDBUS,147
GRDCHR,4
GRDCHRPRO,1
GRDCOP,391
GRDCRM,34
GRDCVL,165
GRDEDU,269
GRDELI,429
GRDELIEDU,6
GRDELIGOV,47
GRDELIGOVAGR,14
GRDELIGOVEDU,1
